Total of paths: 1236
Noise: 765
 -962,-6312,-962,-6312,-962,-6312,-962,-6312,-962,-6312,-962,-6312,-962,-6312,-962,-6312,-962,-6312,-1200,-6806,-1313,-7060,-1211,-7641,-981,-8408,-854,-8777,-800,-8955,-770,-9038,-754,-9078,-747,-9096,-743,-9105,-741,-9109,-740,-9111,-740,-9112,-740,-9112,-739,-9113,-739,-9113,-739,-9113,-739,-9113,-739,-9113,-369,-9149,-37,-9065,117,-9027,191,-9007,512,-9267,663,-9391,981,-9320,1369,-9143,1603,-8931,1714,-8831,1800,-8625,1849,-8524,2108,-8154,2511,-7685,2953,-7159,3402,-6578,3835,-6030,4286,-5437,4721,-4828,5183,-4251,5396,-3969,5512,-3839,5749,-3424,6011,-2842,6316,-2241,6591,-1741,6703,-1508,6474,-1137,6350,-973,6292,-901,5947,-610,5476,-195,5011,278 ;
 -1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1900,9492,-1672,9055,-1552,8859,-1358,8300,-1271,8047,-1232,7933,-1213,7879,-1205,7856,-1201,7845,-1199,7840,-1198,7838,-1197,7837,-1197,7837,-1197,7837,-1197,7837,-1039,8350,-842,9065,-763,9379,-734,9509,-720,9566,-713,9592,-711,9604,-705,10113,-702,10870,-696,11207,-693,11358,-694,11428,-696,11459,-697,11472,-696,11478,-455,11890,-352,12084,-311,12179,-293,12224,-78,12739,24,12978,70,13085,90,13133,279,13657,373,13904,540,14388,802,14970,1117,15604,1388,16266,1526,16539,1585,16660 ;
 -6000,0,-6000,0,-6000,0,-6000,0,-6000,0,-6000,0,-6387,-89,-6895,-262,-7321,-374,-7501,-415,-7577,-431,-7610,-437,-8138,-763,-8852,-1201,-9373,-1504,-9823,-1763,-10005,-1868,-10517,-2189,-11258,-2659,-11569,-2857,-11932,-3235,-12297,-3699,-12694,-4200,-12997,-4323,-13377,-4679,-13530,-4822,-13601,-4879,-13629,-4905,-13641,-4916,-13646,-4920,-13648,-4922,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13649,-4923,-13506,-4557,-13376,-4257,-13324,-4131,-13302,-4079,-13581,-4351,-13697,-4466,-13748,-4514,-13769,-4536,-13778,-4545,-13782,-4549,-13783,-4551,-13656,-5108,-13424,-5846,-13163,-6717,-12900,-7678,-12740,-8632,-12668,-9034,-12444,-9561,-12127,-10104,-11799,-10599,-11650,-10824,-11314,-11160,-10840,-11496,-10322,-11866,-10102,-12006,-9506,-11992,-8701,-11905,-8359,-11898,-7825,-11939,-7035,-12038,-6133,-12161,-5239,-12324,-4332,-12459,-3397,-12632,-2993,-12730,-2828,-12774,-2758,-12792,-2732,-12800,-2720,-12804,-2715,-12806,-2713,-12806,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2712,-12807,-2236,-12450,-1643,-11912,-1386,-11706,-1054,-11136,-569,-10415,-155,-9592,288,-8729,797,-7826,1225,-7012 ;
 -13138,18913,-13185,18882,-13202,18871,-13208,18867,-13607,19043,-13751,19102,-13797,19122,-13811,19130,-13817,19133,-13819,19134,-13819,19135,-13819,19135,-14088,18829,-14456,18394,-14575,18232,-14615,18174,-14627,18154,-14631,18148,-14988,17935,-15113,17861,-15155,17836,-15169,17827,-15174,17824,-15176,17823,-15177,17823,-15177,17822,-15177,17822,-15177,17822,-15036,17434,-14780,16942,-14690,16759,-14464,16296,-14371,16141,-14336,16086,-14325,16068,-14322,16062,-14090,15500,-13771,14697,-13681,14411,-13650,14311,-13414,13745,-13318,13553,-13286,13487,-13035,12917,-12678,12225,-12531,11984,-12359,11262,-12221,10506,-12093,9657,-11908,8716,-11841,8389,-11815,8268,-11805,8223,-11801,8207,-11800,8202,-11799,8200,-11420,8318,-10864,8525,-10657,8601,-10735,8981,-10919,9455,-10993,9614,-11019,9669,-11029,9688,-11032,9695,-10711,9893,-10599,9967,-10558,9402,-10556,9211,-10772,8547,-11068,7769,-11239,7329,-11289,7180,-11303,7132,-10871,7571,-10718,7721,-10356,7253,-10239,7090,-9599,6975,-8786,6883,-8247,6792,-8071,6764,-8011,6752,-7989,6747,-7398,6703,-6586,6675,-5647,6623,-4748,6578,-4445,6580,-4338,6578,-4301,6578,-4289,6577,-4284,6576,-4283,6576,-4282,6576,-4282,6576,-4282,6576,-4282,6576,-4282,6576,-4282,6576,-3765,6741,-3037,7003,-2196,7341,-1921,7464,-1349,7891,-701,8395,-620,8767,-237,9143,-115,9265,-71,9308,-57,9322,-53,9327,-51,9329,-50,9330,-50,9330,-50,9330,-50,9330,-50,9330,-50,9330,-50,9330,-50,9330,-50,9330,-50,9330,-50,9330,-111,9720,-138,9861,-147,9909,-151,9925,-153,9930 ;
 -1727,-12302,-1727,-12302,-1727,-12302,-1727,-12302,-1727,-12302,-1727,-12302,-1727,-12302,-1727,-12302,-1513,-11989,-1436,-11854,-1402,-11803,-1387,-11781,-1304,-11376,-1194,-10955,-1108,-10538,-1032,-10129,-926,-9707,-786,-9255,-653,-8812,-531,-8367,-472,-8191,-454,-7728,-446,-7549,-467,-6941,-465,-6701,-467,-6599,-466,-6557,-464,-6539,-463,-6531,-462,-6528,-462,-6527,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-462,-6526,-429,-5925,-398,-5683,-386,-5588,-377,-5549,-374,-5532,-373,-5526,-372,-5523,-372,-5522,-372,-5521,-477,-5897,-601,-6431,-845,-7209,-937,-7550,-974,-7707,-988,-7774,-991,-7804,-993,-7816,-994,-7822,-995,-7824,-995,-7825,-995,-7825,-995,-7825,-781,-8329,-685,-8520,-551,-9163,-370,-9991,-250,-10914,-193,-11297,-162,-11468,-147,-11533,-143,-11560,-142,-11572,-141,-11577,-140,-11579,31,-11891,338,-12370,484,-12562,674,-12404,758,-12336,791,-12309,803,-12298,809,-12293,715,-11729,681,-11491,666,-11395,857,-11003,937,-10825 ;
 -1727,5394,-1727,5394,-1727,5394,-1727,5394,-1727,5394,-1727,5394,-1727,5394,-2153,5780,-2307,5896,-2362,5935,-2383,5948,-2379,6007,-2357,6090,-2335,6178,-2327,6209,-2376,6784,-2399,7043,-2414,7189,-2430,7298,-2445,7396,-2463,7520,-2486,7662,-2495,7772,-2521,7904,-2530,7949,-2532,7964,-2533,7969,-2533,7971,-2533,7972,-2533,7972,-2533,7972,-2533,7972,-2533,7972,-2533,7972,-2594,8560,-2614,8754,-2457,9402,-2174,10222,-2058,10503,-2019,10599,-2007,10633,-1973,11225,-1972,11819,-1981,12447,-1977,12650,-1976,12722,-1975,12747,-1975,12755,-2289,13294,-2400,13483,-2439,13554,-2454,13579,-2459,13587,-2460,13590,-2461,13591,-2461,13592,-2260,13057,-1964,12350,-1686,11555,-1423,10772,-1314,10485,-1277,10377,-1264,10339,-1261,10327,-1260,10323,-1128,9798,-1082,9615,-1066,9552,-1062,9528,-1060,9520,-1060,9517,-1550,9896,-1724,10022,-1783,10070,-1255,10179,-452,10262,-165,10285,482,10630,1118,10959,1337,11058,1418,11091,1444,11101,1453,11106,1456,11107,1457,11108,1457,11108,1457,11108,1458,11108,1458,11108,1458,11108,1458,11108,1458,11108 ;
 -96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,-96,-13700,129,-14021,224,-14147,538,-13913,671,-13814,964,-13226,1280,-12647,1584,-12046,1840,-11420,2083,-10810,2344,-10193,2623,-9578,2966,-8975,3104,-8694,3075,-8047,3067,-7774,3061,-7660,2970,-6998 ;
 -429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-429,6928,-121,7223,254,7622,380,7760,832,8263,1344,8718,1517,8875,1457,9317,1356,9868,1195,10441,1048,11028,902,11631,852,11841,830,11919,932,12523,1092,13343,1310,14262,1515,15162,1673,16100 ;
 1736,-5518,1819,-6449,1867,-7431,1876,-7807,1880,-7943,1879,-7992,1889,-8455,1891,-8625,1889,-8690,1888,-8717,1888,-8727,1926,-9408,1929,-9657,1929,-9748,1928,-9781,1928,-9793,1928,-9798,1928,-9800,1928,-9801,1928,-9801,1928,-9801,1928,-9801,1736,-9404,1661,-9256,1632,-9200,1622,-9178,1619,-9170,1617,-9167,1617,-9166,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1616,-9165,1683,-9600,1706,-9764,1716,-9821,1720,-9844,1721,-9852,1722,-9855,1722,-9857,1722,-9857,1722,-9857,1722,-9857,1722,-9857,1722,-9857,1374,-10122,1238,-10217,1184,-10252,1161,-10265,1152,-10269,1149,-10271,1148,-10272,1147,-10272,1147,-10272,1147,-10272,1009,-10005,958,-9906,936,-9866,927,-9852,923,-9847,922,-9845,922,-9845,922,-9845,1046,-9408,1095,-9241,1020,-8564,1008,-8324,1006,-8236,1006,-8205,1007,-8193,1008,-8189,387,-7956,163,-7871,78,-7840,43,-7828,29,-7824,24,-7823,22,-7822,21,-7822,13,-8295,2,-8456,-4,-8513,-5,-8532,-5,-8539,-5,-8541,-5,-8542,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,-5,-8543,413,-9030,561,-9213,610,-9282,910,-8927,1021,-8795,1064,-8750,1079,-8732,1084,-8726,1087,-8723,1524,-8236,1685,-8051,1745,-7984,1769,-7961,1778,-7953 ;
 1876,14226,1742,13302,1606,12406,1476,11505,1372,10711,1282,10013,1233,9710,1646,9704,1816,9708,1887,9715,1916,9716,1959,10166,1976,10344,1988,10419,1993,10451,1995,10463,1997,10468,1997,10470,1997,10470,1997,10471,1997,10471,1997,10471,1997,10471,1997,10471,1997,10471,1997,10471,1997,10471,1997,10471,1997,10471,1997,10471,1813,10728,1765,10997,1745,11106,1734,11151,1731,11168,1833,11591,1815,11326,1777,10703,1705,10136,1672,9907,1659,9815,1655,9778,1655,9764,1655,9758,1655,9755,1655,9754,1816,9377,1879,9220,1905,9159,1961,8695,1986,8099,2042,7417,2053,7132,2053,7012,2054,6963,2055,6945,2055,6937,2055,6934,2055,6933,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2055,6932,2029,7503,2026,7728,2028,7811,2027,7846,2026,7860,2025,7866,2025,7868,2025,7869,2025,7869,2025,7869,2093,8446,2116,8683,2118,8772,2097,8364,2074,7750,2088,7059,2093,6800,2115,7138,2116,7262,2116,7315,2115,7334,2115,7342,2114,7346,2114,7347,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,2114,7348,1980,7770,1926,7937,1898,8006,1887,8033,1938,7522,2086,6749,2233,5836,2364,4930,2406,4571,2428,4424,2437,4365,2439,4342,2440,4333,2057,4389,1616,4747,1156,5222,977,5412,900,6081,869,6366,861,7035,859,7317,850,7433,1036,7874,1107,8035,1133,8097,1143,8120,1219,8542 ;
 -5917,3738,-5988,3221,-5980,2692,-5975,2483,-5809,1945,-5621,1377,-5350,753,-5114,108,-5028,-120,-5001,-205,-4992,-237,-4989,-249,-4988,-254,-5438,-259,-5608,-255,-6080,-790,-6737,-1536,-6978,-1812,-7219,-1505,-7309,-1390,-6663,-1472,-6000,-1587,-5733,-1640,-5243,-1867,-4675,-2138,-4464,-2239,-4387,-2282,-4359,-2297,-4348,-2303,-4344,-2304,-4685,-2023,-5081,-1677,-5223,-1547,-5674,-1417,-6308,-1309,-6974,-1241,-7601,-1142,-7823,-1104,-7905,-1088,-7523,-1581,-6993,-2278,-6784,-2521,-6702,-2617,-6672,-2655,-6661,-2669,-6657,-2674,-6655,-2676,-6654,-2677,-6654,-2677,-6654,-2677,-6193,-3134,-6020,-3313,-5960,-3377,-5938,-3401,-5505,-3350,-4744,-3167,-4458,-3091,-4349,-3064,-4309,-3052,-4297,-2604,-4286,-2445,-4284,-2391,-4285,-2372,-4284,-2364,-4588,-2683,-5066,-3125,-5244,-3309,-5310,-3375,-5337,-3399,-5348,-3407,-5352,-3410,-5074,-3999,-4967,-4215,-4863,-4926,-4817,-5180,-4401,-5756,-3826,-6446,-3264,-7248,-2564,-8010,-2320,-8274,-2328,-8514,-2327,-8597,-2328,-8626,-2329,-8637,-2329,-8641,-2330,-8642,-2330,-8642,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-2330,-8643,-1980,-8878,-1512,-9210,-1351,-9325,-1308,-9199,-1338,-8980,-1377,-8714,-1210,-8374,-963,-8001,-684,-7582,-288,-7356,-142,-7111,-90,-7021,-71,-6987,-64,-6975,-62,-6970,-61,-6968,-61,-6968,199,-7111,295,-7165,722,-7396,1307,-7715,1982,-7675,2228,-7684,2520,-7290,2622,-7148,2508,-6680,2373,-6092,2304,-5884,2604,-5530,3018,-5048 ;
 -2453,19415,-2453,19415,-2453,19415,-2453,19415,-2453,19415,-2453,19415,-2453,19415,-2453,19415,-2606,19016,-2658,18871,-2846,18378,-2919,18186,-2949,18112,-2960,18082,-2963,18070,-3188,17516,-3262,17298,-3293,17211,-3621,16736,-4171,16124,-4720,15441,-5254,14736,-5465,14474,-5551,14365,-5586,14323,-5599,14306,-5604,14299,-5606,14296,-5607,14295,-5607,14295,-5607,14295,-5607,14294,-5607,14294,-5607,14294,-5607,14294,-5607,14294,-5607,14294,-5607,14294,-5607,14294,-5340,13768,-4989,13060,-4855,12776,-4801,12672,-4780,12632,-4771,12616,-4768,12609,-4766,12606,-4766,12605,-4766,12605,-4766,12605,-4766,12605,-4766,12605,-4766,12605,-4766,12605,-4766,12605,-4260,12386,-3584,12059,-2804,11662,-2510,11492,-2394,11417,-2346,11389,-2326,11377,-2319,11372,-2316,11370,-2315,11369,-2788,11103,-3493,10697,-4239,10231,-4928,9725,-5729,9181,-6051,8948,-6174,8849,-6006,8405,-5929,8228,-5529,7752,-4981,7162,-4430,6455,-4222,6180,-4142,6082,-4108,6043,-4094,6027,-4089,6020,-4087,6018,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-4086,6016,-3597,6215,-3390,6298,-3305,6330,-3272,6343,-3260,6349,-2924,6619,-2321,7101,-2076,7286,-1562,7771,-1346,7957,-1267,8027,-823,8458,-635,8632,-552,8698,-519,8723,-506,8733,-501,8738,-499,8740,-198,9191,-74,9362,-22,9436,168,9964,487,10747,793,11584,1085,12359 ;
 4244,-5734,4244,-5734,4244,-5734,4651,-5372,5275,-4867,5544,-4661,5649,-4567,5699,-4527,5524,-4994,5195,-5678,4861,-6524,4513,-7387,4355,-7784,4304,-7954,4283,-8028,4577,-7606,4952,-6911,5368,-6126,5845,-5338,6284,-4541,6829,-3724,7085,-3348,7191,-3169,7612,-2692,8128,-2084,8676,-1455,8925,-1177,8920,-537,8778,307,8737,707,8441,1329 ;
 -10660,-3595,-10642,-3597,-10634,-3598,-10630,-3598,-10628,-3599,-10867,-3928,-10973,-4088,-11025,-4163,-11050,-4197,-11061,-4213,-11067,-4221,-11069,-4225,-11071,-4227,-10673,-4620,-10490,-4807,-10404,-4894,-10366,-4931,-9995,-4796,-9457,-4596,-8827,-4372,-8177,-4134,-7558,-3882,-6949,-3593,-6289,-3360,-5628,-3122,-5332,-2998,-4868,-3156,-4340,-3385,-3746,-3678,-3136,-4022,-2539,-4386,-1843,-4893,-1040,-5418,-197,-5958,196,-6218,366,-6352,445,-6415,479,-6445,496,-6459,504,-6466,507,-6470,509,-6471,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,510,-6472,700,-6659,994,-6925,1489,-7027,1710,-7092,1819,-7122,1870,-7136,1895,-7144,1907,-7147,1939,-6654,1964,-6418,1981,-6317,1986,-6268,1989,-6247,1991,-6237,1992,-6232,1992,-6230,1992,-6229,1992,-6229,1992,-6229,2327,-6026,2496,-5923,2700,-5517,2934,-4968,3023,-4701,2955,-4039,2933,-3727,3173,-3347,3296,-3165,3358,-3081,3503,-3408,3578,-3570,3618,-3645,3636,-3682,3644,-3699,3648,-3707,3650,-3711,3650,-3713,3650,-3714,3651,-3714,3651,-3714,3651,-3714,3651,-3714,3651,-3714,3651,-3714,3651,-3714,3651,-3714,3451,-4049,3171,-4530,2783,-5083,2576,-5330,2477,-5448,2428,-5504,2204,-5863,2087,-6046,2037,-6126,2016,-6164,2007,-6182,2003,-6191,2001,-6196,2000,-6198,2000,-6199,2000,-6199,1999,-6199,1999,-6199,1999,-6200,1999,-6200,1999,-6200,1999,-6200,1999,-6200,1999,-6200,1999,-6200,1999,-6200,1999,-6200,1796,-5888,1521,-5434,1156,-4772,978,-4493,993,-3987,999,-3762,1002,-3654,1004,-3602,1500,-3370,1728,-3266,1838,-3220,1888,-3199,1912,-3190 ;
 -11116,10607,-11112,10589,-11110,10581,-11110,10577,-11109,10575,-11109,10575,-11109,10574,-11109,10574,-11109,10574,-11109,10574,-11109,10574,-11109,10574,-11109,10574,-11109,10574,-11109,10574,-10629,10448,-10069,10282,-9821,10201,-9387,10354,-8845,10623,-8247,10968,-7678,11269,-7098,11608,-6500,11955,-5940,12279,-5716,12434,-5311,12286,-5138,12218,-4852,11919,-4524,11484,-4177,11006,-3821,10558,-3423,10094,-3246,9889,-3181,9799,-3150,9759,-3136,9741,-3129,9733,-3126,9730,-3125,9728,-3125,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-3124,9727,-2687,10073,-2110,10541,-1854,10739,-1369,11221,-1154,11415,-590,11749,97,12202,719,12582,984,12752,1103,12816,1156,12845,1176,12859,1185,12864,1188,12866,1190,12867,1191,12868,1191,12868,1191,12868,1191,12868,1191,12868,1351,13208,1423,13364,1454,13431,1468,13459,1474,13471,1477,13477,1478,13480,1479,13480,1479,13481,1479,13481,1479,13481,1479,13481,1479,13481,1479,13481,1479,13481,1479,13481,1479,13481,1488,13849,1512,14372,1508,14603,1460,14561,1439,14540,1430,14531,1425,14528,1423,14526,1339,14153,1294,13986,1277,13913,1271,13883,1269,13870,1268,13864,1268,13862,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1268,13861,1400,14230,1578,14936,1758,15587,2017,16421,2138,16749,2130,16713,2064,16505,1980,16236,1900,15939 ;
 1882,288,1872,220,1867,191,1900,544,1961,1093,2049,1729,2093,2428,2153,3121,2253,3744,2302,4040,2319,4170,2331,4230,2336,4256,2216,3904,2041,3373,1860,2761,1652,2103,1466,1454,1251,805,1055,119,892,-561,704,-1227,477,-1874,219,-2589,112,-2913,61,-3065,33,-3135,22,-3170,16,-3185,13,-3193,11,-3197,10,-3198,10,-3199,427,-3519,1020,-3983 ;
 2195,14314,2196,14317,2196,14318,2195,14678,2187,14845,2178,14919,2270,14601,2411,14119,2543,13569,2616,13344,2648,13246,2660,13206,2665,13190,2667,13183,2667,13179,2668,13178,2668,13177,2668,13177,2668,13177,2668,13177,2668,13177,2434,13441,2116,13849,1995,14038,1946,14120,1926,14156,1918,14172,1914,14179,1913,14181,1912,14182,1912,14183,1802,13815,1756,13663,1737,13603,1727,13577 ;
 -4861,-8452,-4091,-8833,-3236,-9273,-2809,-9497,-2605,-9594,-2506,-9631,-2462,-9648,-2441,-9655,-2432,-9658,-2427,-9660,-2425,-9660,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2424,-9661,-2316,-9173,-2178,-8410,-1993,-7507,-1919,-7067,-1890,-6865,-1882,-6773,-1878,-6731,-1877,-6711,-1875,-6701,-1874,-6696,-1874,-6694,-1828,-6315,-1726,-5582,-1679,-5249,-1661,-5103,-1321,-5482,-836,-6094,-347,-6862,-124,-7240,-28,-7424,82,-7921,136,-8149,158,-8253,172,-8305,178,-8330,182,-8342,184,-8347,193,-7967,199,-7775,201,-7686,190,-7258,184,-7051,185,-6954,183,-6909,181,-6888,180,-6878,179,-6873,179,-6871,179,-6870,178,-6870,178,-6870,178,-6869,178,-6869,178,-6869,178,-6869,178,-6869,178,-6869,178,-6869,178,-6869,269,-7137,321,-7255,345,-7308,355,-7334,360,-7346,362,-7352,363,-7354,259,-7720,205,-7892,16,-8360,-205,-8928,-303,-9211,-346,-9335,-365,-9392,-373,-9417,-376,-9428,-377,-9434,-378,-9436,-378,-9438,-378,-9438,-379,-9438,-379,-9439,-379,-9439,-379,-9439,-379,-9439,-379,-9439,-379,-9439,-379,-9439,-379,-9439,-379,-9439,-379,-9439,-401,-9056,-439,-8324,-516,-7643,-649,-6756,-717,-5783,-751,-5332,-778,-5111,-790,-5009,-795,-4966,-282,-4760,466,-4435,835,-4261,1085,-3801 ;
 -1765,8728,-1755,8711,-1750,8704,-1749,8701,-1748,8700,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1748,8699,-1562,9188,-1489,9409,-1450,9510,-1436,9553,-1431,9572,-1429,9580,-1428,9584,-1427,9585,-1427,9586,-1427,9586,-1427,9587,-1427,9587,-1377,10133,-1211,10881,-1054,11666,-995,12006,-967,12154,-950,12220,-701,12713,-351,13375 ;
